Date,tmax,tmin,rain,tmax_tomorrow
19/06/02,71,52,0,61
20/06/02,61,53,0,58
21/06/02,58,53,0,62
22/06/02,62,53,0.01,66
23/06/02,66,53,0,69
24/06/02,69,53,0,71
25/06/02,71,52,0,71
26/06/02,71,55,0,66
27/06/02,66,55,0,67
28/06/02,67,54,0,72
29/06/02,72,57,0,82
30/06/02,82,54,0,80
01/07/02,80,56,0,73
02/07/02,73,55,0,66
03/07/02,66,54,0,68
04/07/02,68,52,0,65
05/07/02,65,53,0,69
06/07/02,69,52,0,69
07/07/02,69,52,0,82
08/07/02,82,50,0,92
09/07/02,92,54,0,86
10/07/02,86,56,0,74
11/07/02,74,56,0,73
12/07/02,73,57,0,70
13/07/02,70,57,0,68
14/07/02,68,56,0,62
15/07/02,62,55,0,68
16/07/02,68,55,0,68
17/07/02,68,56,0,67
18/07/02,67,55,0,73
19/07/02,73,56,0,70
20/07/02,70,53,0,72
21/07/02,72,57,0,70
22/07/02,70,56,0,73
23/07/02,73,54,0,72
24/07/02,72,55,0,66
25/07/02,66,57,0,71
26/07/02,71,57,0,71
27/07/02,71,58,0,75
28/07/02,75,57,0,70
29/07/02,70,59,0,72
30/07/02,72,59,0,71
31/07/02,71,59,0,70
01/08/02,70,60,0,70
02/08/02,70,59,0,70
03/08/02,70,58,0,66
04/08/02,66,55,0,76
05/08/02,76,54,0,71
06/08/02,71,52,0,81
07/08/02,81,51,0,88
08/08/02,88,52,0,93
09/08/02,93,57,0,86
10/08/02,86,56,0,74
11/08/02,74,52,0,72
12/08/02,72,53,0,70
13/08/02,70,56,0,70
14/08/02,70,58,0,70
15/08/02,70,58,0,68
16/08/02,68,58,0,65
17/08/02,65,56,0,68
18/08/02,68,56,0,59
19/08/02,59,56,0,70
20/08/02,70,56,0,67
21/08/02,67,56,0,64
22/08/02,64,54,0,60
23/08/02,60,54,0,62
24/08/02,62,54,0,67
25/08/02,67,54,0,77
26/08/02,77,49,0,86
27/08/02,86,54,0,77
28/08/02,77,55,0,72
29/08/02,72,57,0,69
30/08/02,69,56,0,76
31/08/02,76,57,0,91
01/09/02,91,55,0,90
02/09/02,90,56,0,69
03/09/02,69,55,0,71
04/09/02,71,52,0,71
05/09/02,71,57,0,67
06/09/02,67,56,0,67
07/09/02,67,52,0,76
08/09/02,76,51,0,85
09/09/02,85,50,0,87
10/09/02,87,52,0,72
11/09/02,72,52,0,67
12/09/02,67,55,0,66
13/09/02,66,54,0,70
14/09/02,70,54,0,71
15/09/02,71,58,0,71
16/09/02,71,56,0,75
17/09/02,75,57,0,83
18/09/02,83,56,0,89
19/09/02,89,56,0,89
20/09/02,89,56,0,75
21/09/02,75,56,0,75
22/09/02,75,54,0.01,85
23/09/02,85,52,0,74
24/09/02,74,49,0.01,71
25/09/02,71,54,0,67
26/09/02,67,57,0,66
27/09/02,66,59,0,70
28/09/02,70,54,0,70
29/09/02,70,52,0,69
30/09/02,69,53,0,71
01/10/02,71,48,0,77
02/10/02,77,51,0,74
03/10/02,74,46,0,76
04/10/02,76,52,0,82
05/10/02,82,51,0,85
06/10/02,85,53,0,87
07/10/02,87,55,0,84
08/10/02,84,52,0,68
09/10/02,68,54,0,66
10/10/02,66,56,0,74
11/10/02,74,52,0,76
12/10/02,76,47,0,77
13/10/02,77,44,0.01,68
14/10/02,68,50,0,62
15/10/02,62,52,0,62
16/10/02,62,56,0,64
17/10/02,64,54,0,64
18/10/02,64,55,0,66
19/10/02,66,57,0,69
20/10/02,69,50,0,64
21/10/02,64,46,0,59
22/10/02,59,54,0,58
23/10/02,58,53,0,60
24/10/02,60,51,0,69
25/10/02,69,50,0,62
26/10/02,62,50,0,67
27/10/02,67,44,0,71
28/10/02,71,42,,68
29/10/02,68,47,0,64
30/10/02,64,45,0.01,66
31/10/02,66,40,0,67
01/11/02,67,41,0,66
02/11/02,66,39,0,71
03/11/02,71,42,0,62
04/11/02,62,46,0,67
05/11/02,67,41,0,64
06/11/02,64,43,0,66
07/11/02,66,55,0.8,63
08/11/02,63,58,1.76,64
09/11/02,64,51,0,63
10/11/02,63,51,0.12,68
11/11/02,68,48,0,69
12/11/02,69,52,0,64
13/11/02,64,52,0,68
14/11/02,68,45,0,66
15/11/02,66,51,0,62
16/11/02,62,46,0,65
17/11/02,65,47,0,70
18/11/02,70,42,0,67
19/11/02,67,43,0,68
20/11/02,68,48,0,69
21/11/02,69,50,0,59
22/11/02,59,52,0,59
23/11/02,59,55,0,62
24/11/02,62,49,0,72
25/11/02,72,44,0,69
26/11/02,69,47,0,72
27/11/02,72,45,0,63
28/11/02,63,42,0,66
29/11/02,66,41,0,60
30/11/02,60,42,0,62
01/12/02,62,46,0,60
02/12/02,60,41,0,62
03/12/02,62,41,0,60
04/12/02,60,41,0,61
05/12/02,61,45,0,59
06/12/02,59,45,0.02,62
07/12/02,62,43,0,60
08/12/02,60,43,0,59
09/12/02,59,47,0.2,60
10/12/02,60,47,0.18,58
11/12/02,58,48,0,58
12/12/02,58,44,0,58
13/12/02,58,55,2.54,62
14/12/02,62,55,0.59,59
15/12/02,59,54,0.31,60
16/12/02,60,52,1.16,55
17/12/02,55,45,0.3,56
18/12/02,56,43,0.01,52
19/12/02,52,42,1.22,57
20/12/02,57,46,0.98,56
21/12/02,56,47,0.06,57
22/12/02,57,42,0,57
23/12/02,57,37,0,54
24/12/02,54,40,0,51
25/12/02,51,40,0.01,58
26/12/02,58,50,0,59
27/12/02,59,54,0.02,61
28/12/02,61,48,0.88,56
29/12/02,56,47,0.04,54
30/12/02,54,48,0.05,58
31/12/02,58,42,0.46,56
01/01/03,56,39,0,59
02/01/03,59,44,0,57
03/01/03,57,43,0,59
04/01/03,59,45,0,58
05/01/03,58,43,0.01,68
06/01/03,68,47,0,64
07/01/03,64,39,0,58
08/01/03,58,40,0,57
09/01/03,57,49,0.48,61
10/01/03,61,53,0.17,59
11/01/03,59,51,0,63
12/01/03,63,52,0.05,63
13/01/03,63,49,0,61
14/01/03,61,52,0.01,60
15/01/03,60,46,0,66
16/01/03,66,45,0,60
17/01/03,60,40,0,58
18/01/03,58,38,0,52
19/01/03,52,39,0,51
20/01/03,51,41,0.06,62
21/01/03,62,50,0.15,61
22/01/03,61,51,0.04,62
23/01/03,62,53,0.02,60
24/01/03,60,48,0,64
25/01/03,64,52,0,65
26/01/03,65,52,0,62
27/01/03,62,50,0,63
28/01/03,63,47,0.01,62
29/01/03,62,43,0,62
30/01/03,62,46,0,61
31/01/03,61,46,0.01,61
01/02/03,61,49,0,62
02/02/03,62,42,0,66
03/02/03,66,39,0,64
04/02/03,64,38,0,63
05/02/03,63,41,0,61
06/02/03,61,35,0,63
07/02/03,63,39,0,59
08/02/03,59,32,0,59
09/02/03,59,32,0,65
10/02/03,65,36,0,61
11/02/03,61,43,0.01,56
12/02/03,56,44,0.36,60
13/02/03,60,52,0.07,58
14/02/03,58,53,0,60
15/02/03,60,50,0.33,59
16/02/03,59,45,0.47,58
17/02/03,58,42,0,60
18/02/03,60,38,0,59
19/02/03,59,45,0.02,61
20/02/03,61,43,0,64
21/02/03,64,42,0,65
22/02/03,65,42,0,62
23/02/03,62,41,0,62
24/02/03,62,48,0.02,61
25/02/03,61,50,0.04,56
26/02/03,56,49,0.01,57
27/02/03,57,42,0,58
28/02/03,58,41,0.01,62
01/03/03,62,42,0.01,62
02/03/03,62,40,0.01,63
03/03/03,63,44,0,59
04/03/03,59,43,0,62
05/03/03,62,44,0,63
06/03/03,63,47,0,60
07/03/03,60,42,0,61
08/03/03,61,44,0,62
09/03/03,62,41,0,66
10/03/03,66,46,0,63
11/03/03,63,54,0,66
12/03/03,66,52,0,66
13/03/03,66,54,0.03,68
14/03/03,68,58,0.19,62
15/03/03,62,53,0.26,61
16/03/03,61,46,0.23,63
17/03/03,63,50,0,64
18/03/03,64,46,0,62
19/03/03,62,43,0.03,63
20/03/03,63,48,0,63
21/03/03,63,44,0,60
22/03/03,60,53,0,60
23/03/03,60,52,0.24,63
24/03/03,63,45,0,65
25/03/03,65,44,0,65
26/03/03,65,53,0,64
27/03/03,64,46,0,76
28/03/03,76,52,0,74
29/03/03,74,48,0,76
30/03/03,76,49,0,66
31/03/03,66,50,0,60
01/04/03,60,51,0,58
02/04/03,58,48,0.08,58
03/04/03,58,41,0.02,58
04/04/03,58,48,0.32,60
05/04/03,60,41,0,61
06/04/03,61,49,0,66
07/04/03,66,43,0,73
08/04/03,73,47,0,67
09/04/03,67,46,0,64
10/04/03,64,52,0,63
11/04/03,63,44,0,59
12/04/03,59,52,0.77,60
13/04/03,60,47,0.65,60
14/04/03,60,47,0.14,60
15/04/03,60,41,0,60
16/04/03,60,52,0.03,63
17/04/03,63,52,0,64
18/04/03,64,48,0,67
19/04/03,67,45,0,62
20/04/03,62,52,0,57
21/04/03,57,49,0.23,60
22/04/03,60,47,0.22,61
23/04/03,61,51,0,60
24/04/03,60,50,0.23,59
25/04/03,59,51,0.46,61
26/04/03,61,44,0.05,64
27/04/03,64,41,0.47,61
28/04/03,61,51,0.09,61
29/04/03,61,51,0,63
30/04/03,63,44,0,68
01/05/03,68,50,0,65
02/05/03,65,55,0.34,66
03/05/03,66,55,0.29,62
04/05/03,62,50,0.03,63
05/05/03,63,44,0,61
06/05/03,61,48,0.02,63
07/05/03,63,52,0,61
08/05/03,61,50,0.01,63
09/05/03,63,42,0,66
10/05/03,66,47,0,66
11/05/03,66,52,0,72
12/05/03,72,49,0,66
13/05/03,66,51,0,60
14/05/03,60,54,0,62
15/05/03,62,51,0,68
16/05/03,68,46,0,67
17/05/03,67,47,0,73
18/05/03,73,50,0,80
19/05/03,80,48,0,80
20/05/03,80,51,0,74
21/05/03,74,52,0,67
22/05/03,67,52,0,69
23/05/03,69,53,0,62
24/05/03,62,53,0,70
25/05/03,70,56,0,70
26/05/03,70,53,0,83
27/05/03,83,52,0,87
28/05/03,87,54,0,66
29/05/03,66,56,0,67
30/05/03,67,53,0,67
31/05/03,67,52,0,76
01/06/03,76,50,0,83
02/06/03,83,54,0,74
03/06/03,74,56,0,68
04/06/03,68,57,0,69
05/06/03,69,56,0,69
06/06/03,69,58,0,66
07/06/03,66,56,0,63
08/06/03,63,54,0,69
09/06/03,69,55,0,67
10/06/03,67,56,0,63
11/06/03,63,55,0,61
12/06/03,61,55,0,66
13/06/03,66,55,0,68
14/06/03,68,52,0,72
15/06/03,72,50,0,75
16/06/03,75,53,0,64
17/06/03,64,55,0,65
18/06/03,65,54,0,66
19/06/03,66,54,0,68
20/06/03,68,53,0,68
21/06/03,68,54,0,67
22/06/03,67,50,0,70
23/06/03,70,50,0,81
24/06/03,81,50,0,94
25/06/03,94,54,0,99
26/06/03,99,61,0,94
27/06/03,94,63,0,79
28/06/03,79,57,0,70
29/06/03,70,56,0,71
30/06/03,71,59,0,68
01/07/03,68,56,0,68
02/07/03,68,50,0,70
03/07/03,70,51,0,78
04/07/03,78,51,0.01,65
05/07/03,65,52,0,61
06/07/03,61,54,0,66
07/07/03,66,53,0,73
08/07/03,73,52,0,77
09/07/03,77,52,0,70
10/07/03,70,54,0,72
11/07/03,72,55,0,74
12/07/03,74,54,0,73
13/07/03,73,59,0,83
14/07/03,83,55,0,70
15/07/03,70,56,0,75
16/07/03,75,53,0,88
17/07/03,88,55,0,76
18/07/03,76,55,0,71
19/07/03,71,58,0,84
20/07/03,84,60,0,73
21/07/03,73,59,0,74
22/07/03,74,56,0,68
23/07/03,68,56,0,69
24/07/03,69,58,0,69
25/07/03,69,56,0,72
26/07/03,72,55,0,72
27/07/03,72,55,0,71
28/07/03,71,55,0,68
29/07/03,68,55,0,69
30/07/03,69,57,0.02,77
31/07/03,77,58,0,73
01/08/03,73,61,0,74
02/08/03,74,61,0,73
03/08/03,73,61,0,74
04/08/03,74,58,0,77
05/08/03,77,62,0,74
06/08/03,74,62,0,74
07/08/03,74,60,0,76
08/08/03,76,61,0,74
09/08/03,74,58,0,77
10/08/03,77,62,0,77
11/08/03,77,56,0,73
12/08/03,73,57,0,75
13/08/03,75,58,0,73
14/08/03,73,60,0,74
15/08/03,74,59,0,79
16/08/03,79,53,0,76
17/08/03,76,56,0,70
18/08/03,70,60,0,72
19/08/03,72,60,0,75
20/08/03,75,61,0,76
21/08/03,76,63,0,76
22/08/03,76,61,0,79
23/08/03,79,56,0,91
24/08/03,91,58,0,86
25/08/03,86,61,0,75
26/08/03,75,59,0,68
27/08/03,68,60,0,67
28/08/03,67,58,0,70
29/08/03,70,56,0,67
30/08/03,67,56,0,71
31/08/03,71,56,0,75
01/09/03,75,54,0,72
02/09/03,72,58,0,73
03/09/03,73,61,0,73
04/09/03,73,61,0,73
05/09/03,73,60,0,73
06/09/03,73,56,0,69
07/09/03,69,60,0,75
08/09/03,75,56,0,70
09/09/03,70,57,0,78
10/09/03,78,58,0,90
11/09/03,90,55,0,95
12/09/03,95,60,0,98
13/09/03,98,58,0,72
14/09/03,72,57,0,72
15/09/03,72,56,0,68
16/09/03,68,55,0,78
17/09/03,78,51,0,88
18/09/03,88,52,0,83
19/09/03,83,51,0,89
20/09/03,89,52,0,95
21/09/03,95,56,0,91
22/09/03,91,58,0,74
23/09/03,74,59,0,67
24/09/03,67,59,0,64
25/09/03,64,59,0,68
26/09/03,68,58,0,67
27/09/03,67,58,0,67
28/09/03,67,59,0,70
29/09/03,70,53,0,70
30/09/03,70,51,0,64
01/10/03,64,57,0,63
02/10/03,63,55,0,66
03/10/03,66,55,0,65
04/10/03,65,55,0,72
05/10/03,72,51,0,69
06/10/03,69,52,0,66
07/10/03,66,51,0,69
08/10/03,69,52,0,71
09/10/03,71,57,0,71
10/10/03,71,50,0,70
11/10/03,70,44,0,77
12/10/03,77,51,0,79
13/10/03,79,46,0,71
14/10/03,71,48,0,63
15/10/03,63,46,0,76
16/10/03,76,50,0,78
17/10/03,78,48,0,71
18/10/03,71,49,0,75
19/10/03,75,49,0,78
20/10/03,78,50,0,79
21/10/03,79,51,0,67
22/10/03,67,56,0,77
23/10/03,77,51,0,83
24/10/03,83,47,0,92
25/10/03,92,51,0,93
26/10/03,93,53,0,82
27/10/03,82,51,0,85
28/10/03,85,52,0,67
29/10/03,67,50,0,61
30/10/03,61,50,0,60
31/10/03,60,45,0.08,60
01/11/03,60,39,0,58
02/11/03,58,40,0.04,58
03/11/03,58,43,0.09,58
04/11/03,58,41,0,57
05/11/03,57,44,0,63
06/11/03,63,53,0.04,64
07/11/03,64,49,0,65
08/11/03,65,55,0.41,64
09/11/03,64,50,0,66
10/11/03,66,46,0,65
11/11/03,65,42,0,65
12/11/03,65,48,0,64
13/11/03,64,44,0,60
14/11/03,60,52,0.03,57
15/11/03,57,46,0.06,59
16/11/03,59,41,0,62
17/11/03,62,48,0,62
18/11/03,62,44,0,65
19/11/03,65,46,0,59
20/11/03,59,42,0,58
21/11/03,58,39,0,57
22/11/03,57,35,0,60
23/11/03,60,35,0,56
24/11/03,56,37,0,57
25/11/03,57,37,0,59
26/11/03,59,39,0,61
27/11/03,61,38,0,59
28/11/03,59,46,0,57
29/11/03,57,47,0,56
30/11/03,56,50,0.1,60
01/12/03,60,46,0,63
02/12/03,63,48,0,55
03/12/03,55,45,0,54
04/12/03,54,40,0.04,64
05/12/03,64,52,0.06,63
06/12/03,63,53,0.5,59
07/12/03,59,47,0,55
08/12/03,55,37,0,55
09/12/03,55,44,0.58,59
10/12/03,59,51,0.31,57
11/12/03,57,42,0,55
12/12/03,55,45,0,62
13/12/03,62,51,0,57
14/12/03,57,40,0.27,56
15/12/03,56,36,0,55
16/12/03,55,35,0,57
17/12/03,57,42,0,60
18/12/03,60,42,0,54
19/12/03,54,43,0.05,59
20/12/03,59,51,0.1,60
21/12/03,60,45,0,59
22/12/03,59,44,0,57
23/12/03,57,50,0,57
24/12/03,57,53,0.14,55
25/12/03,55,46,0,54
26/12/03,54,36,0,51
27/12/03,51,33,0,50
28/12/03,50,33,0,53
29/12/03,53,48,0.64,55
30/12/03,55,43,0,53
31/12/03,53,43,0,54
01/01/04,54,42,0.1,52
02/01/04,52,41,0.05,50
03/01/04,50,32,0,51
04/01/04,51,31,0,56
05/01/04,56,34,0,51
06/01/04,51,45,0.01,59
07/01/04,59,47,,64
08/01/04,64,47,0,59
09/01/04,59,44,0,63
10/01/04,63,49,0,61
11/01/04,61,43,0,58
12/01/04,58,44,0,56
13/01/04,56,42,0,52
14/01/04,52,40,0,56
15/01/04,56,42,0,55
16/01/04,55,50,0,58
17/01/04,58,46,0,57
18/01/04,57,46,0,53
19/01/04,53,49,0,59
20/01/04,59,42,0,63
21/01/04,63,40,0,57
22/01/04,57,36,0,54
23/01/04,54,38,0,57
24/01/04,57,48,0.08,56
25/01/04,56,38,0,54
26/01/04,54,43,0,56
27/01/04,56,42,0.01,55
28/01/04,55,39,0,53
29/01/04,53,42,0,57
30/01/04,57,48,0.03,56
31/01/04,56,41,0,52
01/02/04,52,40,0,54
02/02/04,54,48,0.27,55
03/02/04,55,47,0.12,57
04/02/04,57,42,0,57
05/02/04,57,38,0,57
06/02/04,57,42,0,57
07/02/04,57,37,0,58
08/02/04,58,36,0,65
09/02/04,65,36,0,59
10/02/04,59,42,0,61
11/02/04,61,36,0,61
12/02/04,61,38,0,60
13/02/04,60,41,0,60
14/02/04,60,45,0,62
15/02/04,62,45,0,59
16/02/04,59,51,0.23,63
17/02/04,63,57,0.09,60
18/02/04,60,50,0.09,55
19/02/04,55,40,0,56
20/02/04,56,49,0,55
21/02/04,55,49,0,57
22/02/04,57,47,0,61
23/02/04,61,44,0.01,59
24/02/04,59,51,0.04,60
25/02/04,60,47,0.82,56
26/02/04,56,49,0.11,56
27/02/04,56,46,0.02,58
28/02/04,58,38,0,56
29/02/04,56,43,0,56
01/03/04,56,45,0.03,69
02/03/04,69,44,0,59
03/03/04,59,44,0,62
04/03/04,62,44,0,60
05/03/04,60,42,0,64
06/03/04,64,50,0,72
07/03/04,72,44,0,76
08/03/04,76,11,0,78
09/03/04,78,50,0,86
10/03/04,86,52,0,76
11/03/04,76,47,0,70
12/03/04,70,48,0,75
13/03/04,75,47,0,77
14/03/04,77,48,0,83
15/03/04,83,49,0,83
16/03/04,83,52,0,81
17/03/04,81,51,0,79
18/03/04,79,50,0,68
19/03/04,68,47,0,78
20/03/04,78,45,0,64
21/03/04,64,54,0,60
22/03/04,60,52,0,63
23/03/04,63,52,0,65
24/03/04,65,53,0,62
25/03/04,62,48,0.41,60
26/03/04,60,41,0,65
27/03/04,65,50,0,78
28/03/04,78,45,0,68
29/03/04,68,49,0,61
30/03/04,61,49,0,62
31/03/04,62,45,0,73
01/04/04,73,42,0,73
02/04/04,73,52,0,66
03/04/04,66,45,0,57
04/04/04,57,51,0,60
05/04/04,60,50,0,62
06/04/04,62,49,0,65
07/04/04,65,46,0,63
08/04/04,63,51,0,72
09/04/04,72,50,0,71
10/04/04,71,48,0,61
11/04/04,61,49,0,61
12/04/04,61,52,0,63
13/04/04,63,50,0,64
14/04/04,64,52,0,60
15/04/04,60,47,0,62
16/04/04,62,47,0,62
17/04/04,62,50,0,59
18/04/04,59,49,0.01,65
19/04/04,65,51,0,65
20/04/04,65,56,0,65
21/04/04,65,47,0,79
22/04/04,79,44,0,78
23/04/04,78,47,0,82
24/04/04,82,50,0,86
25/04/04,86,52,0,88
26/04/04,88,54,0,88
27/04/04,88,55,0,71
28/04/04,71,51,0,79
29/04/04,79,54,0,68
30/04/04,68,52,0,75
01/05/04,75,51,0,85
02/05/04,85,51,0,72
03/05/04,72,51,0,67
04/05/04,67,50,0,66
05/05/04,66,52,0,67
06/05/04,67,53,0,70
07/05/04,70,56,0,69
08/05/04,69,52,0,70
09/05/04,70,49,0,67
10/05/04,67,53,0,66
11/05/04,66,50,0,69
12/05/04,69,47,0,67
13/05/04,67,53,0,67
14/05/04,67,50,0,66
15/05/04,66,51,0,67
16/05/04,67,49,0,66
17/05/04,66,54,0,67
18/05/04,67,54,0,67
19/05/04,67,53,0,64
20/05/04,64,54,0,62
21/05/04,62,55,0,65
22/05/04,65,55,0,65
23/05/04,65,54,0,66
24/05/04,66,55,0,68
25/05/04,68,55,0,69
26/05/04,69,56,0,67
27/05/04,67,58,0,68
28/05/04,68,54,0.05,70
29/05/04,70,48,0,74
30/05/04,74,52,0,72
31/05/04,72,52,0,71
01/06/04,71,50,0,69
02/06/04,69,51,0,65
03/06/04,65,54,0,64
04/06/04,64,53,0,71
05/06/04,71,55,0,74
06/06/04,74,50,0,70
07/06/04,70,55,0,67
08/06/04,67,51,0,66
09/06/04,66,53,0,65
10/06/04,65,54,0,66
11/06/04,66,51,0,71
12/06/04,71,50,0,74
13/06/04,74,51,0,76
14/06/04,76,53,0,84
15/06/04,84,54,0,74
16/06/04,74,54,0,71
17/06/04,71,60,0,70
18/06/04,70,59,0,66
19/06/04,66,57,0,64
20/06/04,64,54,0,66
21/06/04,66,54,0,66
22/06/04,66,55,0,67
23/06/04,67,57,0,68
24/06/04,68,57,0,75
25/06/04,75,56,0,74
26/06/04,74,55,0,74
27/06/04,74,55,0,73
28/06/04,73,53,0,73
29/06/04,73,59,0,71
30/06/04,71,58,0,66
01/07/04,66,57,0,72
02/07/04,72,57,0,71
03/07/04,71,57,0,73
04/07/04,73,58,0,69
05/07/04,69,57,0,67
06/07/04,67,57,0,72
07/07/04,72,57,0,73
08/07/04,73,60,0,71
09/07/04,71,58,0,68
10/07/04,68,57,0,74
11/07/04,74,51,0,67
12/07/04,67,52,0,67
13/07/04,67,58,0,71
14/07/04,71,57,0,74
15/07/04,74,58,0,71
16/07/04,71,58,0,75
17/07/04,75,54,0,76
18/07/04,76,62,0,76
19/07/04,76,61,0,70
20/07/04,70,60,0,76
21/07/04,76,59,0,72
22/07/04,72,59,0,71
23/07/04,71,58,0,72
24/07/04,72,62,0,74
25/07/04,74,59,0,70
26/07/04,70,57,0,72
27/07/04,72,58,0,73
28/07/04,73,59,0,68
29/07/04,68,58,0,71
30/07/04,71,59,0,65
31/07/04,65,59,0,68
01/08/04,68,59,0,66
02/08/04,66,59,0,71
03/08/04,71,58,0,68
04/08/04,68,59,0,71
05/08/04,71,58,0,74
06/08/04,74,54,0,78
07/08/04,78,56,0,75
08/08/04,75,56,0,71
09/08/04,71,59,0,73
10/08/04,73,57,0,77
11/08/04,77,57,0,69
12/08/04,69,58,0,71
13/08/04,71,60,0,64
14/08/04,64,59,0,70
15/08/04,70,59,0,72
16/08/04,72,59,0,74
17/08/04,74,57,0,74
18/08/04,74,58,0,70
19/08/04,70,58,0,76
20/08/04,76,58,0,71
21/08/04,71,60,0,72
22/08/04,72,63,0,69
23/08/04,69,62,0,69
24/08/04,69,61,0,73
25/08/04,73,61,0,79
26/08/04,79,55,0,90
27/08/04,90,56,0,88
28/08/04,88,57,0,71
29/08/04,71,57,0,72
30/08/04,72,58,0,74
31/08/04,74,60,0,73
01/09/04,73,58,0,74
02/09/04,74,56,0,87
03/09/04,87,52,0,89
04/09/04,89,61,0,93
05/09/04,93,58,0,93
06/09/04,93,59,0,90
07/09/04,90,56,0,90
08/09/04,90,56,0,76
09/09/04,76,56,0,72
10/09/04,72,52,0,77
11/09/04,77,58,0,70
12/09/04,70,59,0,72
13/09/04,72,53,0,81
14/09/04,81,53,0,82
15/09/04,82,54,0,74
16/09/04,74,56,0,72
17/09/04,72,54,0,68
18/09/04,68,57,0,66
19/09/04,66,50,0.07,72
20/09/04,72,47,0,79
21/09/04,79,48,0,82
22/09/04,82,51,0,85
23/09/04,85,51,0,84
24/09/04,84,52,0,69
25/09/04,69,53,0,78
26/09/04,78,51,0.01,66
27/09/04,66,52,0,69
28/09/04,69,59,0,66
29/09/04,66,58,0,67
30/09/04,67,56,0,67
01/10/04,67,52,0,65
02/10/04,65,52,0,62
03/10/04,62,52,0,63
04/10/04,63,57,0,64
05/10/04,64,50,0,75
06/10/04,75,49,0,67
07/10/04,67,54,0,73
08/10/04,73,52,0.01,71
09/10/04,71,52,0,77
10/10/04,77,46,0,88
11/10/04,88,47,0,84
12/10/04,84,54,0,86
13/10/04,86,50,0,80
14/10/04,80,53,0,67
15/10/04,67,52,0,67
16/10/04,67,57,0,68
17/10/04,68,56,0.21,64
18/10/04,64,51,0.01,63
19/10/04,63,52,1.84,63
20/10/04,63,52,0.19,64
21/10/04,64,44,0,63
22/10/04,63,52,0,60
23/10/04,60,52,0.3,64
24/10/04,64,49,0,61
25/10/04,61,50,0.02,60
26/10/04,60,45,0.86,62
27/10/04,62,43,0,61
28/10/04,61,43,0,65
29/10/04,65,49,0,61
30/10/04,61,46,0,67
31/10/04,67,47,0,71
01/11/04,71,42,0,67
02/11/04,67,43,0,60
03/11/04,60,48,0.15,59
04/11/04,59,43,0.01,62
05/11/04,62,45,0,60
06/11/04,60,42,0,60
07/11/04,60,49,0,59
08/11/04,59,47,0,61
09/11/04,61,53,0.02,64
10/11/04,64,52,0.12,60
11/11/04,60,51,1.03,63
12/11/04,63,50,0.01,64
13/11/04,64,48,0.01,67
14/11/04,67,44,0,61
15/11/04,61,49,0.01,62
16/11/04,62,47,0,63
17/11/04,63,42,0.01,59
18/11/04,59,45,0.01,60
19/11/04,60,43,0,
20/11/04,,,,64
21/11/04,64,44,0,62
22/11/04,62,37,0,58
23/11/04,58,40,0,60
24/11/04,60,39,0,57
25/11/04,57,47,0.01,59
26/11/04,59,45,0,61
27/11/04,61,49,0.18,59
28/11/04,59,42,0,56
29/11/04,56,34,0,53
30/11/04,53,31,0,55
01/12/04,55,33,0,60
02/12/04,60,33,0,56
03/12/04,56,36,0,54
04/12/04,54,30,0,53
05/12/04,53,37,0,55
06/12/04,55,40,0.2,59
07/12/04,59,49,0.72,57
08/12/04,57,52,1.27,61
09/12/04,61,49,0.01,57
10/12/04,57,47,0.02,60
11/12/04,60,47,0.01,60
12/12/04,60,44,0,63
13/12/04,63,48,0,60
14/12/04,60,48,0,64
15/12/04,64,41,0,64
16/12/04,64,43,0,58
17/12/04,58,38,0,65
18/12/04,65,37,0,57
19/12/04,57,38,0,51
20/12/04,51,35,0,62
21/12/04,62,36,0,61
22/12/04,61,44,0,65
23/12/04,65,40,0,58
24/12/04,58,40,0,54
25/12/04,54,33,0,55
26/12/04,55,47,0.05,54
27/12/04,54,46,0.56,52
28/12/04,52,46,0.54,56
29/12/04,56,47,0.58,56
30/12/04,56,50,0.66,56
31/12/04,56,47,0.68,56
01/01/05,56,42,0.43,48
02/01/05,48,46,0.39,54
03/01/05,54,41,0.41,52
04/01/05,52,39,0,53
05/01/05,53,40,0.05,51
06/01/05,51,42,0,56
07/01/05,56,47,0.51,54
08/01/05,54,47,0.36,56
09/01/05,56,42,0.08,58
10/01/05,58,41,0.39,55
11/01/05,55,41,0.24,56
12/01/05,56,35,0,47
13/01/05,47,36,0,55
14/01/05,55,36,0,54
15/01/05,54,38,0,57
16/01/05,57,38,0,57
17/01/05,57,42,0,55
18/01/05,55,40,0,53
19/01/05,53,38,0,53
20/01/05,53,39,0,55
21/01/05,55,38,0,54
22/01/05,54,39,0,55
23/01/05,55,40,0,55
24/01/05,55,39,0,55
25/01/05,55,43,0.06,59
26/01/05,59,47,0.33,60
27/01/05,60,47,0.14,58
28/01/05,58,43,0.12,57
29/01/05,57,37,0,60
30/01/05,60,35,0,60
31/01/05,60,38,0,72
01/02/05,72,47,0,69
02/02/05,69,45,0,62
03/02/05,62,39,0,60
04/02/05,60,40,0,58
05/02/05,58,44,0,58
06/02/05,58,40,0,57
07/02/05,57,49,0.16,55
08/02/05,55,45,0,64
09/02/05,64,41,0,68
10/02/05,68,45,0,58
11/02/05,58,44,0.01,60
12/02/05,60,46,0,57
13/02/05,57,47,0.01,59
14/02/05,59,51,0.39,57
15/02/05,57,52,1.48,63
16/02/05,63,53,0.01,59
